Date,Altitude,Magnitude,size
2018-02-01 16:52:13,21.8126656536389,7.92248525137057,2.02120310185685
2018-03-04 00:00:00,0,7.93192008763678,2.01153034677339
2018-04-04 05:34:09,5.79419962813002,7.92415200635196,2.01952286897956
2018-05-05 04:29:24,13.5869719325793,7.8995852189524,2.04312266041334
2018-06-05 03:50:09,23.448336450663,7.86426544221604,2.07685802587456
2018-07-06 03:55:47,31.6549272817585,7.82713275075732,2.11241848147274
2018-08-06 02:17:04,31.6844623905935,7.79825068912071,2.13997504299572
2018-09-06 00:11:55,31.3679007040373,7.78619998646231,2.15086750582157
2018-10-07 22:06:41,31.0497268037797,7.79687641513512,2.14112420768337
2018-11-07 20:02:29,30.8541404905994,7.82556427443396,2.11367006370089
2018-12-08 18:00:06,30.8502450283711,7.8634747663213,2.07725860099482
2019-01-08 16:12:17,30.9651098308732,7.89950316412898,2.04273834581748
2019-02-08 17:04:41,19.2404046516741,7.92383131793046,2.01924287191826
2019-03-11 00:00:00,0,7.9307376403384,2.01212754260148
2019-04-11 05:18:57,6.84339560737431,7.92034339144688,2.02259624902097
2019-05-12 04:17:52,15.1502083140438,7.89377618215116,2.04807060507769
2019-06-12 03:47:14,25.7245512990916,7.8576030652639,2.08263947035269
2019-07-13 04:02:39,32.6910149386604,7.82103648475247,2.11767630872148
2019-08-13 01:58:25,32.4584003509649,7.79411033885181,2.14331519694617
2019-09-13 23:53:11,32.1261107190664,7.78513407169796,2.15133294436852
2019-10-14 21:48:03,31.8220714240146,7.79887857504399,2.13866251517629
2019-11-14 19:44:05,31.6500832046278,7.82957381870438,2.10923137758429
2019-12-15 17:41:59,31.6781101640993,7.86793564036381,2.07239108921752
2020-01-15 16:22:06,31.1927308700573,7.9028086310479,2.03896889971461
2020-02-15 17:17:11,16.2634984803195,7.92482037721874,2.01762555995376
2020-03-17 00:00:00,0,7.92922486187029,2.01308906542142
2020-04-17 05:04:11,7.97173333323837,7.91622314174883,2.02597331747718
2020-05-18 04:07:46,16.9092842872827,7.88779837795232,2.05319524118958
2020-06-18 03:46:41,28.1142821061254,7.85096409454037,2.08841841776742
2020-07-19 03:44:09,33.4917517620695,7.8151717207038,2.12272609311624
2020-08-19 01:39:43,33.2375957725256,7.79037507083585,2.14626941713078
2020-09-19 23:34:27,32.8985619522265,7.78466648197894,2.15133684718267
2020-10-20 21:29:25,32.605620394695,7.80128510777614,2.13581438338271
2020-11-20 19:25:41,32.4595184707695,7.83378885754559,2.10460713444326
2020-12-21 17:23:53,32.5200666640796,7.872354471267,2.06757865478812
2021-01-21 16:33:08,30.7687347176896,7.90586302532278,2.03544804288063
2021-02-21 17:29:36,12.9726532612691,7.92544503980601,2.01635891868269
2021-03-24 00:00:00,0,7.9273412515537,2.01440918856126
2021-04-24 04:50:03,9.20583274961409,7.91181038982014,2.02963804672746
2021-05-25 03:59:23,18.8907578428397,7.8816789465367,2.05847271811804
2021-06-25 03:48:30,30.5315875688922,7.84437973141135,2.09416560765323
2021-07-26 03:25:36,34.2951033529862,7.80956837341259,2.12753830813676
2021-08-26 01:21:00,34.0213941272689,7.78706540879437,2.14881753358234
2021-09-26 23:15:41,33.6786661276678,7.7846831553651,2.15087871024843
2021-10-27 21:10:47,33.3998037489482,7.80407573496847,2.13260142405344
2021-11-27 19:07:19,33.2815225310526,7.8381756777886,2.09983178389619
2021-12-28 17:05:48,33.3749090641108,7.87669763719942,2.06285402626979
2022-01-28 16:45:00,29.6688417335682,7.90864465446267,2.03219632443913
2022-02-28 17:41:49,9.4640705587056,7.92570055671436,2.01544844848553
2022-03-31 00:00:00,0,7.92509472768181,2.0160805052305
2022-05-01 04:36:45,10.5723034176958,7.90712549624776,2.03357327522782
2022-06-01 03:52:56,21.1058795847367,7.87544566738944,2.06387837749992
2022-07-02 03:52:30,32.8519434566256,7.83788129086504,2.09985137612849
2022-08-02 03:07:00,35.1002221838129,7.80425561443051,2.13208401003799
2022-09-02 01:02:14,34.8091899851624,7.78419988762666,2.15094155094961
2022-10-03 22:56:55,34.4658225020592,7.78517908096501,2.14996138255422
2022-11-03 20:52:11,34.2039174493088,7.80722736343967,2.12904810644101
2022-12-04 18:48:58,34.1152272389402,7.84269950808621,2.09494059192915
2023-01-04 16:47:45,34.2413176107419,7.88093263466215,2.05824863295778
2023-02-04 16:57:20,27.9268719745182,7.91113427231586,2.02923198903441
2023-03-07 17:53:50,5.82533242118951,7.92558488552306,2.01489748036493
2023-04-07 00:00:00,0,7.92249588730387,2.01809404857667
2023-05-08 04:24:29,12.0972879497561,7.90218993229802,2.03776078124395
2023-06-08 03:48:40,23.560419045328,7.8691268965079,2.06938678678307
2023-07-09 03:58:28,34.9304314761229,7.83150013162288,2.10544572841703
2023-08-09 02:48:22,35.9063031590188,7.79926172297491,2.13633502576962
2023-09-09 00:43:28,35.6003923489538,7.78179494683818,2.15262589389496
2023-10-10 22:38:09,35.2595275379238,7.7861481203957,2.14859115242489
2023-11-10 20:33:35,35.0173960783406,7.81071424443413,2.1251815475276
2023-12-11 18:30:39,34.9596044349028,7.84732486267456,2.08996927689355
2024-01-11 16:29:43,35.1179740370013,7.88502837661592,2.05379234478503
